"id","user_id","student_name_id","classtime_id","course_id","date","attendance_status","attendance_by","created_at","updated_at"
"31","2","37",NULL,NULL,"2079-03-13","1","17","2022-06-28 06:08:01","2022-06-28 06:08:01"
"32","2","79",NULL,NULL,"2079-03-13","1","17","2022-06-28 06:08:01","2022-06-28 06:08:01"
"33","2","407",NULL,NULL,"2079-03-13","1","17","2022-06-28 06:08:01","2022-06-28 06:08:01"
"34","2","408",NULL,NULL,"2079-03-13","1","17","2022-06-28 06:08:01","2022-06-28 06:08:01"
"35","2","471",NULL,NULL,"2079-03-13","1","17","2022-06-28 06:08:01","2022-06-28 06:08:01"
"36","2","42","11","20","2079-03-13","0","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"37","2","141","11","20","2079-03-13","1","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"38","2","143","11","20","2079-03-13","1","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"39","2","144","11","20","2079-03-13","1","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"40","2","146","11","20","2079-03-13","1","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"41","2","149","11","20","2079-03-13","1","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"42","2","151","11","20","2079-03-13","1","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"43","2","153","11","20","2079-03-13","1","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"44","2","155","11","20","2079-03-13","1","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"45","2","156","11","20","2079-03-13","1","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"46","2","157","11","20","2079-03-13","1","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"47","2","177","11","20","2079-03-13","0","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"48","2","196","11","20","2079-03-13","0","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"49","2","245","11","20","2079-03-13","0","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"50","2","246","11","20","2079-03-13","0","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"51","2","247","11","20","2079-03-13","0","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"52","2","291","11","20","2079-03-13","0","5","2022-06-28 07:25:05","2022-06-28 07:25:05"
"53","2","103",NULL,NULL,"2079-03-13","0","17","2022-06-28 07:39:51","2022-06-28 07:39:51"
"54","2","104",NULL,NULL,"2079-03-13","0","17","2022-06-28 07:39:51","2022-06-28 07:39:51"
"55","2","355",NULL,NULL,"2079-03-13","0","17","2022-06-28 07:39:51","2022-06-28 07:39:51"
"56","2","497",NULL,NULL,"2079-03-13","1","17","2022-06-28 07:39:51","2022-06-28 07:39:51"
"57","2","498",NULL,NULL,"2079-03-13","1","17","2022-06-28 07:39:51","2022-06-28 07:39:51"
"58","2","512",NULL,NULL,"2079-03-13","1","17","2022-06-28 07:39:51","2022-06-28 07:39:51"
"59","2","513",NULL,NULL,"2079-03-13","1","17","2022-06-28 07:39:51","2022-06-28 07:39:51"
"60","2","530",NULL,NULL,"2079-03-13","1","17","2022-06-28 07:39:51","2022-06-28 07:39:51"
"61","2","531",NULL,NULL,"2079-03-13","1","17","2022-06-28 07:39:51","2022-06-28 07:39:51"
"62","2","1",NULL,NULL,"2079-03-14","0","17","2022-06-28 22:54:42","2022-06-28 22:54:42"
"63","2","2",NULL,NULL,"2079-03-14","0","17","2022-06-28 22:54:42","2022-06-28 22:54:42"
"64","2","74",NULL,NULL,"2079-03-14","0","17","2022-06-28 22:54:42","2022-06-28 22:54:42"
"65","2","116",NULL,NULL,"2079-03-14","0","17","2022-06-28 22:54:42","2022-06-28 22:54:42"
"66","2","119",NULL,NULL,"2079-03-14","0","17","2022-06-28 22:54:42","2022-06-28 22:54:42"
"67","2","320",NULL,NULL,"2079-03-14","1","17","2022-06-28 22:54:42","2022-06-28 22:54:42"
"68","2","338",NULL,NULL,"2079-03-14","0","17","2022-06-28 22:54:42","2022-06-28 22:54:42"
"69","2","339",NULL,NULL,"2079-03-14","0","17","2022-06-28 22:54:42","2022-06-28 22:54:42"
"70","2","342",NULL,NULL,"2079-03-14","0","17","2022-06-28 22:54:42","2022-06-28 22:54:42"
"71","2","208",NULL,NULL,"2079-03-14","1","17","2022-06-29 00:06:31","2022-06-29 00:06:31"
"72","2","279",NULL,NULL,"2079-03-14","1","17","2022-06-29 00:06:31","2022-06-29 00:06:31"
"73","2","368",NULL,NULL,"2079-03-14","1","17","2022-06-29 00:06:31","2022-06-29 00:06:31"
"74","2","63",NULL,NULL,"2079-03-14","1","17","2022-06-29 04:46:26","2022-06-29 04:46:26"
"75","2","64",NULL,NULL,"2079-03-14","1","17","2022-06-29 04:46:26","2022-06-29 04:46:26"
"76","2","67",NULL,NULL,"2079-03-14","1","17","2022-06-29 04:46:26","2022-06-29 04:46:26"
"77","2","68",NULL,NULL,"2079-03-14","1","17","2022-06-29 04:46:26","2022-06-29 04:46:26"
"78","2","136",NULL,NULL,"2079-03-14","1","17","2022-06-29 04:46:26","2022-06-29 04:46:26"
"79","2","206",NULL,NULL,"2079-03-14","1","17","2022-06-29 04:46:26","2022-06-29 04:46:26"
"80","2","224",NULL,NULL,"2079-03-14","1","17","2022-06-29 04:46:26","2022-06-29 04:46:26"
"81","2","225",NULL,NULL,"2079-03-14","1","17","2022-06-29 04:46:26","2022-06-29 04:46:26"
"82","2","230",NULL,NULL,"2079-03-14","1","17","2022-06-29 04:46:26","2022-06-29 04:46:26"
"83","2","231",NULL,NULL,"2079-03-14","1","17","2022-06-29 04:46:26","2022-06-29 04:46:26"
"84","2","90",NULL,NULL,"2079-03-14","1","17","2022-06-29 05:50:16","2022-06-29 05:50:16"
"85","2","211",NULL,NULL,"2079-03-14","1","17","2022-06-29 05:50:16","2022-06-29 05:50:16"
"86","2","221",NULL,NULL,"2079-03-14","1","17","2022-06-29 05:50:16","2022-06-29 05:50:16"
"87","2","319",NULL,NULL,"2079-03-14","0","17","2022-06-29 05:50:16","2022-06-29 05:50:16"
"88","2","436",NULL,NULL,"2079-03-14","0","17","2022-06-29 05:50:16","2022-06-29 05:50:16"
"89","2","124",NULL,NULL,"2079-03-14","1","14","2022-06-29 05:59:36","2022-06-29 05:59:36"
"90","2","124",NULL,NULL,"2079-03-14","1","14","2022-06-29 06:04:52","2022-06-29 06:04:52"
"91","2","37",NULL,NULL,"2079-03-14","1","17","2022-06-29 06:42:08","2022-06-29 06:42:08"
"92","2","79",NULL,NULL,"2079-03-14","0","17","2022-06-29 06:42:08","2022-06-29 06:42:08"
"93","2","407",NULL,NULL,"2079-03-14","1","17","2022-06-29 06:42:08","2022-06-29 06:42:08"
"94","2","408",NULL,NULL,"2079-03-14","1","17","2022-06-29 06:42:08","2022-06-29 06:42:08"
"95","2","471",NULL,NULL,"2079-03-14","0","17","2022-06-29 06:42:08","2022-06-29 06:42:08"
"96","2","1",NULL,NULL,"2079-03-15","0","17","2022-06-30 02:16:59","2022-06-30 02:16:59"
"97","2","2",NULL,NULL,"2079-03-15","0","17","2022-06-30 02:16:59","2022-06-30 02:16:59"
"98","2","320",NULL,NULL,"2079-03-15","1","17","2022-06-30 02:16:59","2022-06-30 02:16:59"
"99","2","338",NULL,NULL,"2079-03-15","0","17","2022-06-30 02:16:59","2022-06-30 02:16:59"
"100","2","339",NULL,NULL,"2079-03-15","1","17","2022-06-30 02:16:59","2022-06-30 02:16:59"
"101","2","342",NULL,NULL,"2079-03-15","0","17","2022-06-30 02:16:59","2022-06-30 02:16:59"
"102","2","94",NULL,NULL,"2079-03-15","0","17","2022-06-30 03:46:25","2022-06-30 03:46:25"
"103","2","98",NULL,NULL,"2079-03-15","0","17","2022-06-30 03:46:25","2022-06-30 03:46:25"
"104","2","311",NULL,NULL,"2079-03-15","0","17","2022-06-30 03:46:25","2022-06-30 03:46:25"
"105","2","324",NULL,NULL,"2079-03-15","1","17","2022-06-30 03:46:25","2022-06-30 03:46:25"
"106","2","517",NULL,NULL,"2079-03-15","1","17","2022-06-30 03:46:25","2022-06-30 03:46:25"
"107","2","532",NULL,NULL,"2079-03-15","1","17","2022-06-30 03:46:25","2022-06-30 03:46:25"
"108","2","63",NULL,NULL,"2079-03-15","0","17","2022-06-30 04:40:56","2022-06-30 04:40:56"
"109","2","64",NULL,NULL,"2079-03-15","0","17","2022-06-30 04:40:56","2022-06-30 04:40:56"
"110","2","67",NULL,NULL,"2079-03-15","0","17","2022-06-30 04:40:56","2022-06-30 04:40:56"
"111","2","68",NULL,NULL,"2079-03-15","0","17","2022-06-30 04:40:56","2022-06-30 04:40:56"
"112","2","136",NULL,NULL,"2079-03-15","0","17","2022-06-30 04:40:56","2022-06-30 04:40:56"
"113","2","206",NULL,NULL,"2079-03-15","0","17","2022-06-30 04:40:56","2022-06-30 04:40:56"
"114","2","224",NULL,NULL,"2079-03-15","0","17","2022-06-30 04:40:56","2022-06-30 04:40:56"
"115","2","225",NULL,NULL,"2079-03-15","0","17","2022-06-30 04:40:56","2022-06-30 04:40:56"
"116","2","230",NULL,NULL,"2079-03-15","0","17","2022-06-30 04:40:56","2022-06-30 04:40:56"
"117","2","231",NULL,NULL,"2079-03-15","1","17","2022-06-30 04:40:56","2022-06-30 04:40:56"
"118","2","103",NULL,NULL,"2079-03-15","0","17","2022-06-30 07:34:34","2022-06-30 07:34:34"
"119","2","104",NULL,NULL,"2079-03-15","0","17","2022-06-30 07:34:34","2022-06-30 07:34:34"
"120","2","355",NULL,NULL,"2079-03-15","0","17","2022-06-30 07:34:34","2022-06-30 07:34:34"
"121","2","497",NULL,NULL,"2079-03-15","1","17","2022-06-30 07:34:34","2022-06-30 07:34:34"
"122","2","498",NULL,NULL,"2079-03-15","1","17","2022-06-30 07:34:34","2022-06-30 07:34:34"
"123","2","512",NULL,NULL,"2079-03-15","0","17","2022-06-30 07:34:34","2022-06-30 07:34:34"
"124","2","513",NULL,NULL,"2079-03-15","0","17","2022-06-30 07:34:34","2022-06-30 07:34:34"
"125","2","530",NULL,NULL,"2079-03-15","1","17","2022-06-30 07:34:34","2022-06-30 07:34:34"
"126","2","531",NULL,NULL,"2079-03-15","1","17","2022-06-30 07:34:34","2022-06-30 07:34:34"
"127","2","425",NULL,NULL,"2079-03-15","1","14","2022-06-30 07:35:29","2022-06-30 07:35:29"
"128","2","426",NULL,NULL,"2079-03-15","1","14","2022-06-30 07:35:29","2022-06-30 07:35:29"
"129","2","143","11","20","2079-03-16","1","5","2022-07-01 07:41:10","2022-07-01 07:41:10"
"130","2","144","11","20","2079-03-16","1","5","2022-07-01 07:41:10","2022-07-01 07:41:10"
"131","2","146","11","20","2079-03-16","1","5","2022-07-01 07:41:10","2022-07-01 07:41:10"
"132","2","141","11","20","2079-03-17","1","5","2022-07-02 07:42:39","2022-07-02 07:42:39"
"133","2","143","11","20","2079-03-17","0","5","2022-07-02 07:42:39","2022-07-02 07:42:39"
"134","2","144","11","20","2079-03-17","0","5","2022-07-02 07:42:39","2022-07-02 07:42:39"
"135","2","146","11","20","2079-03-17","1","5","2022-07-02 07:42:39","2022-07-02 07:42:39"
"136","2","149","11","20","2079-03-17","1","5","2022-07-02 07:42:39","2022-07-02 07:42:39"
"137","2","151","11","20","2079-03-17","1","5","2022-07-02 07:42:39","2022-07-02 07:42:39"
"138","2","153","11","20","2079-03-17","0","5","2022-07-02 07:42:39","2022-07-02 07:42:39"
"139","2","155","11","20","2079-03-17","0","5","2022-07-02 07:42:39","2022-07-02 07:42:39"
"140","2","156","11","20","2079-03-17","1","5","2022-07-02 07:42:39","2022-07-02 07:42:39"
"141","2","157","11","20","2079-03-17","1","5","2022-07-02 07:42:39","2022-07-02 07:42:39"
"142","2","141","11","20","2079-03-19","0","5","2022-07-04 07:30:10","2022-07-04 07:30:10"
"143","2","143","11","20","2079-03-19","0","5","2022-07-04 07:30:10","2022-07-04 07:30:10"
"144","2","144","11","20","2079-03-19","0","5","2022-07-04 07:30:10","2022-07-04 07:30:10"
"145","2","146","11","20","2079-03-19","1","5","2022-07-04 07:30:10","2022-07-04 07:30:10"
"146","2","149","11","20","2079-03-19","1","5","2022-07-04 07:30:10","2022-07-04 07:30:10"
"147","2","151","11","20","2079-03-19","1","5","2022-07-04 07:30:10","2022-07-04 07:30:10"
"148","2","153","11","20","2079-03-19","1","5","2022-07-04 07:30:10","2022-07-04 07:30:10"
"149","2","155","11","20","2079-03-19","0","5","2022-07-04 07:30:10","2022-07-04 07:30:10"
"150","2","156","11","20","2079-03-19","1","5","2022-07-04 07:30:10","2022-07-04 07:30:10"
"151","2","157","11","20","2079-03-19","1","5","2022-07-04 07:30:10","2022-07-04 07:30:10"
"152","2","14","4","31","2079-03-20","0","4","2022-07-04 23:34:01","2022-07-04 23:34:01"
"153","2","164","4","31","2079-03-20","1","4","2022-07-04 23:34:02","2022-07-04 23:34:02"
"154","2","236","4","31","2079-03-20","1","4","2022-07-04 23:34:02","2022-07-04 23:34:02"
"155","2","237","4","31","2079-03-20","1","4","2022-07-04 23:34:02","2022-07-04 23:34:02"
"156","2","241","4","31","2079-03-20","1","4","2022-07-04 23:34:02","2022-07-04 23:34:02"
"157","2","387","4","31","2079-03-20","1","4","2022-07-04 23:34:02","2022-07-04 23:34:02"
"158","2","432","4","31","2079-03-20","1","4","2022-07-04 23:34:02","2022-07-04 23:34:02"
"159","2","562","4","31","2079-03-20","1","4","2022-07-04 23:34:02","2022-07-04 23:34:02"
"160","2","226","2","3","2079-03-20","1","4","2022-07-04 23:34:55","2022-07-04 23:34:55"
"161","2","227","2","3","2079-03-20","1","4","2022-07-04 23:34:55","2022-07-04 23:34:55"
"162","2","239","2","3","2079-03-20","1","4","2022-07-04 23:34:55","2022-07-04 23:34:55"
"163","2","362","2","3","2079-03-20","1","4","2022-07-04 23:34:55","2022-07-04 23:34:55"
"164","2","363","2","3","2079-03-20","1","4","2022-07-04 23:34:55","2022-07-04 23:34:55"
"165","2","430","14","29","2079-03-20","1","4","2022-07-04 23:35:59","2022-07-04 23:35:59"
"166","2","583","14","31","2079-03-20","0","4","2022-07-05 06:40:30","2022-07-05 06:40:30"
"167","2","234","14","3","2079-03-20","0","4","2022-07-05 06:42:30","2022-07-05 06:42:30"
"168","2","18","2","3","2079-03-20","1","4","2022-07-05 06:43:01","2022-07-05 06:43:01"
"169","2","32","2","3","2079-03-20","1","4","2022-07-05 06:43:01","2022-07-05 06:43:01"
"170","2","40","2","3","2079-03-20","1","4","2022-07-05 06:43:01","2022-07-05 06:43:01"
"171","2","14","2","3","2079-03-20","1","4","2022-07-05 06:43:30","2022-07-05 06:43:30"
"172","2","141","11","20","2079-03-20","0","5","2022-07-05 07:49:36","2022-07-05 07:49:36"
"173","2","143","11","20","2079-03-20","1","5","2022-07-05 07:49:36","2022-07-05 07:49:36"
"174","2","144","11","20","2079-03-20","0","5","2022-07-05 07:49:36","2022-07-05 07:49:36"
"175","2","146","11","20","2079-03-20","1","5","2022-07-05 07:49:36","2022-07-05 07:49:36"
"176","2","149","11","20","2079-03-20","1","5","2022-07-05 07:49:36","2022-07-05 07:49:36"
"177","2","151","11","20","2079-03-20","1","5","2022-07-05 07:49:36","2022-07-05 07:49:36"
"178","2","153","11","20","2079-03-20","1","5","2022-07-05 07:49:36","2022-07-05 07:49:36"
"179","2","155","11","20","2079-03-20","0","5","2022-07-05 07:49:36","2022-07-05 07:49:36"
"180","2","156","11","20","2079-03-20","0","5","2022-07-05 07:49:36","2022-07-05 07:49:36"
"181","2","157","11","20","2079-03-20","1","5","2022-07-05 07:49:36","2022-07-05 07:49:36"
"182","2","430","14","31","2079-03-21","1","4","2022-07-05 19:10:24","2022-07-05 19:10:24"
"183","2","583","14","31","2079-03-21","0","4","2022-07-05 19:10:24","2022-07-05 19:10:24"
"184","2","293","14","2","2079-03-21","1","13","2022-07-05 19:14:00","2022-07-05 19:14:00"
"185","2","418","14","2","2079-03-21","0","13","2022-07-05 19:14:00","2022-07-05 19:14:00"
"186","2","458","14","2","2079-03-21","0","13","2022-07-05 19:14:00","2022-07-05 19:14:00"
"187","2","16","14","2","2079-03-21","1","17","2022-07-05 19:23:08","2022-07-05 19:23:08"
"188","2","208","14","2","2079-03-21","0","17","2022-07-05 19:23:08","2022-07-05 19:23:08"
"189","2","279","14","2","2079-03-21","1","17","2022-07-05 19:23:08","2022-07-05 19:23:08"
"190","2","368","14","2","2079-03-21","1","17","2022-07-05 19:23:08","2022-07-05 19:23:08"
"191","2","174","1","2","2079-03-21","1","17","2022-07-05 20:29:34","2022-07-05 20:29:34"
"192","2","304","1","2","2079-03-21","0","17","2022-07-05 20:29:34","2022-07-05 20:29:34"
"193","2","327","1","2","2079-03-21","1","17","2022-07-05 20:29:34","2022-07-05 20:29:34"
"194","2","329","1","2","2079-03-21","0","17","2022-07-05 20:29:34","2022-07-05 20:29:34"
"195","2","334","1","2","2079-03-21","1","17","2022-07-05 20:29:34","2022-07-05 20:29:34"
"196","2","351","1","2","2079-03-21","1","17","2022-07-05 20:29:34","2022-07-05 20:29:34"
"197","2","15","2","2","2079-03-21","0","17","2022-07-05 21:07:34","2022-07-05 21:07:34"
"198","2","233","2","2","2079-03-21","0","17","2022-07-05 21:07:34","2022-07-05 21:07:34"
"199","2","278","2","2","2079-03-21","0","17","2022-07-05 21:07:34","2022-07-05 21:07:34"
"200","2","344","2","2","2079-03-21","1","17","2022-07-05 21:07:34","2022-07-05 21:07:34"
"201","2","350","2","2","2079-03-21","1","17","2022-07-05 21:07:34","2022-07-05 21:07:34"
"202","2","354","2","2","2079-03-21","0","17","2022-07-05 21:07:34","2022-07-05 21:07:34"
"203","2","360","2","2","2079-03-21","0","17","2022-07-05 21:07:34","2022-07-05 21:07:34"
"204","2","365","2","2","2079-03-21","0","17","2022-07-05 21:07:34","2022-07-05 21:07:34"
"205","2","226","2","3","2079-03-21","0","4","2022-07-05 21:23:03","2022-07-05 21:23:03"
"206","2","227","2","3","2079-03-21","1","4","2022-07-05 21:23:03","2022-07-05 21:23:03"
"207","2","229","2","3","2079-03-21","0","4","2022-07-05 21:23:03","2022-07-05 21:23:03"
"208","2","239","2","3","2079-03-21","0","4","2022-07-05 21:23:03","2022-07-05 21:23:03"
"209","2","362","2","3","2079-03-21","1","4","2022-07-05 21:23:03","2022-07-05 21:23:03"
"210","2","363","2","3","2079-03-21","1","4","2022-07-05 21:23:03","2022-07-05 21:23:03"
"211","2","586","2","3","2079-03-21","0","4","2022-07-05 21:23:03","2022-07-05 21:23:03"
"212","2","587","2","3","2079-03-21","0","4","2022-07-05 21:23:03","2022-07-05 21:23:03"
"213","2","110","3","2","2079-03-21","0","4","2022-07-05 22:42:56","2022-07-05 22:42:56"
"214","2","111","3","2","2079-03-21","1","4","2022-07-05 22:42:57","2022-07-05 22:42:57"
"215","2","113","3","2","2079-03-21","1","4","2022-07-05 22:42:57","2022-07-05 22:42:57"
"216","2","415","3","2","2079-03-21","0","4","2022-07-05 22:42:57","2022-07-05 22:42:57"
"217","2","563","3","2","2079-03-21","0","4","2022-07-05 22:42:57","2022-07-05 22:42:57"
"218","2","564","3","2","2079-03-21","0","4","2022-07-05 22:42:57","2022-07-05 22:42:57"
"219","2","14","4","31","2079-03-21","1","4","2022-07-05 22:55:13","2022-07-05 22:55:13"
"220","2","164","4","31","2079-03-21","1","4","2022-07-05 22:55:13","2022-07-05 22:55:13"
"221","2","236","4","31","2079-03-21","1","4","2022-07-05 22:55:13","2022-07-05 22:55:13"
"222","2","237","4","31","2079-03-21","0","4","2022-07-05 22:55:13","2022-07-05 22:55:13"
"223","2","241","4","31","2079-03-21","0","4","2022-07-05 22:55:13","2022-07-05 22:55:13"
"224","2","376","4","31","2079-03-21","0","4","2022-07-05 22:55:13","2022-07-05 22:55:13"
"225","2","387","4","31","2079-03-21","0","4","2022-07-05 22:55:13","2022-07-05 22:55:13"
"226","2","432","4","31","2079-03-21","1","4","2022-07-05 22:55:13","2022-07-05 22:55:13"
"227","2","562","4","31","2079-03-21","1","4","2022-07-05 22:55:13","2022-07-05 22:55:13"
"228","2","433","4","31","2079-03-21","1","4","2022-07-05 22:56:22","2022-07-05 22:56:22"
"229","2","235","3","31","2079-03-21","1","17","2022-07-05 22:57:56","2022-07-05 22:57:56"
"230","2","483","3","31","2079-03-21","0","17","2022-07-05 22:57:56","2022-07-05 22:57:56"
"231","2","504","3","31","2079-03-21","0","17","2022-07-05 22:57:56","2022-07-05 22:57:56"
"232","2","509","3","31","2079-03-21","0","17","2022-07-05 22:57:56","2022-07-05 22:57:56"
"233","2","1","4","2","2079-03-21","0","17","2022-07-05 22:58:48","2022-07-05 22:58:48"
"234","2","2","4","2","2079-03-21","0","17","2022-07-05 22:58:48","2022-07-05 22:58:48"
"235","2","320","4","2","2079-03-21","1","17","2022-07-05 22:58:48","2022-07-05 22:58:48"
"236","2","338","4","2","2079-03-21","0","17","2022-07-05 22:58:48","2022-07-05 22:58:48"
"237","2","339","4","2","2079-03-21","1","17","2022-07-05 22:58:48","2022-07-05 22:58:48"
"238","2","367","4","2","2079-03-21","1","13","2022-07-05 23:13:26","2022-07-05 23:13:26"
"239","2","370","4","2","2079-03-21","1","13","2022-07-05 23:13:26","2022-07-05 23:13:26"
"240","2","373","4","2","2079-03-21","0","13","2022-07-05 23:13:26","2022-07-05 23:13:26"
"241","2","489","4","2","2079-03-21","1","13","2022-07-05 23:13:26","2022-07-05 23:13:26"
"242","2","444","5","31","2079-03-21","1","13","2022-07-05 23:59:27","2022-07-05 23:59:27"
"243","2","445","5","31","2079-03-21","1","13","2022-07-05 23:59:27","2022-07-05 23:59:27"
"244","2","446","5","31","2079-03-21","1","13","2022-07-05 23:59:27","2022-07-05 23:59:27"
"245","2","481","5","31","2079-03-21","1","13","2022-07-05 23:59:27","2022-07-05 23:59:27"
"246","2","482","5","31","2079-03-21","1","13","2022-07-05 23:59:27","2022-07-05 23:59:27"
"248","2","536","5","31","2079-03-21","0","4","2022-07-06 00:36:20","2022-07-06 00:36:20"
"249","2","552","5","31","2079-03-21","0","4","2022-07-06 00:36:20","2022-07-06 00:36:20"
"250","2","553","5","31","2079-03-21","0","4","2022-07-06 00:36:20","2022-07-06 00:36:20"
"251","2","554","5","31","2079-03-21","0","4","2022-07-06 00:36:20","2022-07-06 00:36:20"
"252","2","555","5","31","2079-03-21","0","4","2022-07-06 00:36:20","2022-07-06 00:36:20"
"253","2","588","5","31","2079-03-21","0","4","2022-07-06 00:36:20","2022-07-06 00:36:20"
"254","2","594","5","31","2079-03-21","0","4","2022-07-06 00:36:20","2022-07-06 00:36:20"
"255","2","94","8","2","2079-03-21","1","13","2022-07-06 04:01:11","2022-07-06 04:01:11"
"256","2","98","8","2","2079-03-21","1","13","2022-07-06 04:01:11","2022-07-06 04:01:11"
"257","2","198","8","2","2079-03-21","1","13","2022-07-06 04:01:11","2022-07-06 04:01:11"
"258","2","260","8","2","2079-03-21","1","13","2022-07-06 04:01:11","2022-07-06 04:01:11"
"259","2","303","8","2","2079-03-21","1","13","2022-07-06 04:01:11","2022-07-06 04:01:11"
"260","2","306","8","2","2079-03-21","1","13","2022-07-06 04:01:11","2022-07-06 04:01:11"
"261","2","311","8","2","2079-03-21","1","13","2022-07-06 04:01:11","2022-07-06 04:01:11"
"262","2","324","8","2","2079-03-21","1","13","2022-07-06 04:01:11","2022-07-06 04:01:11"
"263","2","43","10","2","2079-03-21","0","13","2022-07-06 05:00:53","2022-07-06 05:00:53"
"265","2","248","10","2","2079-03-21","1","13","2022-07-06 05:00:53","2022-07-06 05:00:53"
"266","2","90","10","31","2079-03-21","1","17","2022-07-06 05:18:56","2022-07-06 05:18:56"
"267","2","211","10","31","2079-03-21","1","17","2022-07-06 05:18:56","2022-07-06 05:18:56"
"268","2","221","10","31","2079-03-21","1","17","2022-07-06 05:18:56","2022-07-06 05:18:56"
"269","2","319","10","31","2079-03-21","0","17","2022-07-06 05:18:56","2022-07-06 05:18:56"
"270","2","436","10","31","2079-03-21","1","17","2022-07-06 05:18:56","2022-07-06 05:18:56"
"271","2","37","11","31","2079-03-21","1","17","2022-07-06 06:46:01","2022-07-06 06:46:01"
"272","2","79","11","31","2079-03-21","0","17","2022-07-06 06:46:01","2022-07-06 06:46:01"
"273","2","407","11","31","2079-03-21","1","17","2022-07-06 06:46:01","2022-07-06 06:46:01"
"274","2","408","11","31","2079-03-21","1","17","2022-07-06 06:46:01","2022-07-06 06:46:01"
"275","2","471","11","31","2079-03-21","1","17","2022-07-06 06:46:01","2022-07-06 06:46:01"
